,From Date,To Date,Remote Station ID,Station,Total Fares for the Week,Contains Holiday,Gas Price
13637,2020-06-20,2020-06-26,R363,BURKE AVE-WHITE PLAINS ROAD,5036.0,No,2.22
13638,2020-06-20,2020-06-26,R364,GUNHILL RD-WHITE PLAINS RD,9133.0,No,2.22
13639,2020-06-20,2020-06-26,R365,219TH ST-WHITE PLAINS ROAD,4880.0,No,2.22
13640,2020-06-20,2020-06-26,R366,225TH ST-WHITE PLAINS ROAD,5315.0,No,2.22
13641,2020-06-20,2020-06-26,R367,233RD ST-WHITE PLAINS ROAD,7468.0,No,2.22
13642,2020-06-20,2020-06-26,R368,9TH AVENUE-39TH STREET,9256.0,No,2.22
13643,2020-06-20,2020-06-26,R369,FORT HAMILTON PKWY-45TH ST,7254.0,No,2.22
13644,2020-06-20,2020-06-26,R370,71ST STREET-NEW UTRECHT AVE,7555.0,No,2.22
13645,2020-06-20,2020-06-26,R371,79TH STREET-17TH AVENUE,8138.0,No,2.22
13646,2020-06-20,2020-06-26,R372,18TH AVENUE-86TH STREET,9180.0,No,2.22
13647,2020-06-20,2020-06-26,R373,20TH AVENUE-86TH STREET,7654.0,No,2.22
13648,2020-06-20,2020-06-26,R374,BAY PARKWAY-86TH STREET,11467.0,No,2.22
13649,2020-06-20,2020-06-26,R375,NEW LOTS AV-VAN SINDEREN AV,6187.0,No,2.22
13650,2020-06-20,2020-06-26,R376,EAST 105TH ST-FARRAGUT ROAD,5420.0,No,2.22
13651,2020-06-20,2020-06-26,R377,FLUSHING AVE-BROADWAY,13274.0,No,2.22
13652,2020-06-20,2020-06-26,R378,MYRTLE AVENUE-BROADWAY,13718.0,No,2.22
13653,2020-06-20,2020-06-26,R379,KOSCIUSZKO STREET-BROADWAY,6539.0,No,2.22
13654,2020-06-20,2020-06-26,R380,GATES AVENUE-BROADWAY,9033.0,No,2.22
13655,2020-06-20,2020-06-26,R381,HALSEY STREET-BROADWAY,8385.0,No,2.22
13656,2020-06-20,2020-06-26,R382,GRANT AVENUE-PITKIN AVENUE,8552.0,No,2.22
13657,2020-06-20,2020-06-26,R383,HUDSON STREET-78TH STREET,5904.0,No,2.22
13658,2020-06-20,2020-06-26,R384,BOYD STREET-88TH STREET,4489.0,No,2.22
13659,2020-06-20,2020-06-26,R385,ROCKAWAY BLVD-LIBERTY AVE,11366.0,No,2.22
13660,2020-06-20,2020-06-26,R386,174TH STREET-SOUTHERN BLVD,9041.0,No,2.22
13661,2020-06-20,2020-06-26,R387,EAST TREMONT AVENUE-178 ST,9160.0,No,2.22
13662,2020-06-20,2020-06-26,R388,EAST 180TH ST-MORRIS PARK,11112.0,No,2.22
13663,2020-06-20,2020-06-26,R389,BRONX PARK EAST,3378.0,No,2.22
13664,2020-06-20,2020-06-26,R390,8TH AVENUE-62ND STREET,11590.0,No,2.22
13665,2020-06-20,2020-06-26,R391,FORT HAMILTON PARKWAY-62ND,7177.0,No,2.22
13666,2020-06-20,2020-06-26,R392,18TH AVENUE-62ND STREET,7337.0,No,2.22
13667,2020-06-20,2020-06-26,R393,20TH AVENUE-62ND STREET,4546.0,No,2.22
13668,2020-06-20,2020-06-26,R394,BAY PARKWAY-66TH STREET,9914.0,No,2.22
13669,2020-06-20,2020-06-26,R395,KINGS HIGHWAY-WEST 7TH ST,7367.0,No,2.22
13670,2020-06-20,2020-06-26,R396,AVENUE U-WEST 7TH STREET,5055.0,No,2.22
13671,2020-06-20,2020-06-26,R397,86TH STREET-AVENUE V,3840.0,No,2.22
13672,2020-06-20,2020-06-26,R398,NEW UTRECHT AVENUE-62ND ST,7427.0,No,2.22
13673,2020-06-20,2020-06-26,R399,25TH AVENUE-86TH STREET,5656.0,No,2.22
13674,2020-06-20,2020-06-26,R400,BAY 50TH STREET-STILLWELL,3312.0,No,2.22
13675,2020-06-20,2020-06-26,R401,CENTRAL AVE-MYRTLE AVE,4863.0,No,2.22
13676,2020-06-20,2020-06-26,R402,SENECA AVENUE-PALMETTO ST,4799.0,No,2.22
13677,2020-06-20,2020-06-26,R403,FOREST AVENUE-PUTNAM AVENUE,6400.0,No,2.22
13678,2020-06-20,2020-06-26,R404,FRESH POND ROAD-68TH AVENUE,8525.0,No,2.22
13679,2020-06-20,2020-06-26,R405,JACKSON AVENUE-WESTCHESTER,6938.0,No,2.22
13680,2020-06-20,2020-06-26,R406,PROSPECT AVENUE-WESTCHESTER,9638.0,No,2.22
13681,2020-06-20,2020-06-26,R407,INTERVALE 163RD STREET,4638.0,No,2.22
13682,2020-06-20,2020-06-26,R408,SIMPSON ST-WESTCHESTER AVE,11616.0,No,2.22
13683,2020-06-20,2020-06-26,R409,FREEMAN ST-SOUTHERN BLVD,4954.0,No,2.22
13684,2020-06-20,2020-06-26,R411,PARK PLACE-FRANKLIN AVENUE,1835.0,No,2.22
13685,2020-06-20,2020-06-26,R412,BOTANIC GARDEN-FRANKLIN AVE,1322.0,No,2.22
13686,2020-06-20,2020-06-26,R413,KNICKERBOCKER AVE-MYRTLE AV,6090.0,No,2.22
13687,2020-06-20,2020-06-26,R414,HOWARD BEACH-159TH AVE,2012.0,No,2.22
13688,2020-06-20,2020-06-26,R415,BROAD CHANNEL-NOEL ROAD,399.0,No,2.22
13689,2020-06-20,2020-06-26,R416,HOLLAND-BEACH 90TH STREET,2260.0,No,2.22
13690,2020-06-20,2020-06-26,R417,PLAYLAND-BEACH 98TH STREET,1062.0,No,2.22
13691,2020-06-20,2020-06-26,R418,SEASIDE BEACH-105TH STREET,991.0,No,2.22
13692,2020-06-20,2020-06-26,R419,ROCKAWAY PARK-BEACH 116TH,1983.0,No,2.22
13693,2020-06-20,2020-06-26,R420,DITMAS AVE-MCDONALD AVE,5515.0,No,2.22
13694,2020-06-20,2020-06-26,R421,AVENUE I-MCDONALD AVENUE,2507.0,No,2.22
13695,2020-06-20,2020-06-26,R422,MCDONALD AVE-22ND AVE,1511.0,No,2.22
13696,2020-06-20,2020-06-26,R423,AVENUE N-MCDONALD AVENUE,3838.0,No,2.22
13697,2020-06-20,2020-06-26,R424,AVENUE P-MCDONALD AVENUE,3472.0,No,2.22
13698,2020-06-20,2020-06-26,R425,AVENUE U-MCDONALD AVENUE,2535.0,No,2.22
13699,2020-06-20,2020-06-26,R426,NEPTUNE AVE-MCDONALD AVENUE,1801.0,No,2.22
13700,2020-06-20,2020-06-26,R427,MIDDLETOWN ROAD-WESTCHESTER,2449.0,No,2.22
13701,2020-06-20,2020-06-26,R428,BUHRE AVE-WESTCHESTER AVE,5181.0,No,2.22
13702,2020-06-20,2020-06-26,R429,PELHAM BAY PARK-BRUCKNER BL,9878.0,No,2.22
13703,2020-06-20,2020-06-26,R430,PELHAM PKWY-ESPLANADE,3589.0,No,2.22
13704,2020-06-20,2020-06-26,R431,DYRE AVENUE-LIGHT STREET,6685.0,No,2.22
13705,2020-06-20,2020-06-26,R432,CHAUNCEY STREET-ROCKAWAY AV,4693.0,No,2.22
13706,2020-06-20,2020-06-26,R433,ALABAMA AVENUE-FULTON ST,3552.0,No,2.22
13707,2020-06-20,2020-06-26,R434,VAN SICLEN AVENUE-FULTON ST,4913.0,No,2.22
13708,2020-06-20,2020-06-26,R435,CLEVELAND STREET-FULTON ST,4591.0,No,2.22
13709,2020-06-20,2020-06-26,R436,NORWOOD AVENUE-FULTON ST,4974.0,No,2.22
13710,2020-06-20,2020-06-26,R437,CRESCENT STREET-FULTON ST,7203.0,No,2.22
13711,2020-06-20,2020-06-26,R438,RALPH AVENUE-FULTON STREET,7496.0,No,2.22
13712,2020-06-20,2020-06-26,R439,ROCKAWAY AVE-HOPKINSON AVE,7285.0,No,2.22
13713,2020-06-20,2020-06-26,R440,LIBERTY AVE-PENNSYLVANIA AV,3032.0,No,2.22
13714,2020-06-20,2020-06-26,R441,VAN SICLEN AVE-PITKIN AVE,4570.0,No,2.22
13715,2020-06-20,2020-06-26,R442,SHEPHERD AVE-PITKIN AVE,4663.0,No,2.22
13716,2020-06-20,2020-06-26,R443,170TH STREET-GRAND CONC.,10185.0,No,2.22
13717,2020-06-20,2020-06-26,R444,238TH ST-WHITE PLAINS ROAD,4887.0,No,2.22
13718,2020-06-20,2020-06-26,R445,138TH STREET-3RD AVE,12492.0,No,2.22
13719,2020-06-20,2020-06-26,R446,BROOK AVENUE-138TH STREET,9567.0,No,2.22
13720,2020-06-20,2020-06-26,R447,CYPRESS AVENUE-138TH STREET,5158.0,No,2.22
13721,2020-06-20,2020-06-26,R448,EAST 143RD ST-SOUTHERN BLVD,1774.0,No,2.22
13722,2020-06-20,2020-06-26,R449,EAST 149TH ST-SOUTHERN BLVD,7457.0,No,2.22
13723,2020-06-20,2020-06-26,R450,LONGWOOD AVE-SOUTHERN BLVD,4842.0,No,2.22
13724,2020-06-20,2020-06-26,R451,WINTHROP ST-NOSTRAND AVE,9758.0,No,2.22
13725,2020-06-20,2020-06-26,R452,72ND STREET & BROADWAY,34416.0,No,2.22
13726,2020-06-20,2020-06-26,R453,23RD STREET-6TH AVENUE,8738.0,No,2.22
13727,2020-06-20,2020-06-26,R455,25TH STREET-4TH AVENUE,1333.0,No,2.22
13728,2020-06-20,2020-06-26,R456,HOYT STREET-FULTON STREET,2237.0,No,2.22
13729,2020-06-20,2020-06-26,R460,MARCY AVENUE-BROADWAY,15699.0,No,2.22
13730,2020-06-20,2020-06-26,R461,BROADWAY LAFAYETTE-BLEECKER,12068.0,No,2.22
13731,2020-06-20,2020-06-26,R462,CANAL STREET-BROADWAY,9119.0,No,2.22
13732,2020-06-20,2020-06-26,R463,CANAL ST-LAFAYETTE ST EAST,13097.0,No,2.22
13733,2020-06-20,2020-06-26,R464,AQUEDUCT RACE TRACK,169.0,No,2.22
13734,2020-06-20,2020-06-26,R468,RI TRAMWAY (MANHATTAN),7002.0,No,2.22
13735,2020-06-20,2020-06-26,R469,RI TRAMWAY (ROOSEVELT),7961.0,No,2.22
13736,2020-06-20,2020-06-26,R535,AIRTRAIN @ HOWARD BEACH,4099.0,No,2.22
13737,2020-06-20,2020-06-26,R536,AIRTRAIN JAMAICA CENTER 1,11255.0,No,2.22
13738,2020-06-20,2020-06-26,R540,PA-PATH WORLD TRADE CNTR,30949.0,No,2.22
13739,2020-06-20,2020-06-26,R541,PA-PATH THIRTY THIRD ST,15559.0,No,2.22
13740,2020-06-20,2020-06-26,R542,PA-PATH TWENTY THIRD ST,2938.0,No,2.22
13741,2020-06-20,2020-06-26,R543,PA-PATH EXCHANGE PLACE,6083.0,No,2.22
13742,2020-06-20,2020-06-26,R544,PA-PATH HARRISON,3835.0,No,2.22
13743,2020-06-20,2020-06-26,R545,PA-PATH 14TH STREET,4782.0,No,2.22
13744,2020-06-20,2020-06-26,R546,PA-PATH PAVONIA/NEWPORT,3908.0,No,2.22
13745,2020-06-20,2020-06-26,R547,PA-PATH 9TH STREET,2038.0,No,2.22
13746,2020-06-20,2020-06-26,R548,PA-PATH CHRISTOPHER ST,2424.0,No,2.22
13747,2020-06-20,2020-06-26,R549,PA-PATH NEWARK,20510.0,No,2.22
13748,2020-06-20,2020-06-26,R550,PA-PATH HOBOKEN,8140.0,No,2.22
13749,2020-06-20,2020-06-26,R551,PA-PATH GROVE ST,8668.0,No,2.22
13750,2020-06-20,2020-06-26,R552,PA-PATH JOURNAL SQUARE,17538.0,No,2.22
13751,2020-06-20,2020-06-26,R555,SBS-M15 @ LIVINGSTON PLAZA,0.0,No,2.22
13752,2020-06-20,2020-06-26,R556,SBS-BX12 @ LIVINGSTON PLAZA,0.0,No,2.22
13753,2020-06-20,2020-06-26,R557,SBS-M34 @ LIVINGSTON PLAZA,0.0,No,2.22
13754,2020-06-20,2020-06-26,R558,SBS-BX41 @ LIVINGSTON PLAZA,0.0,No,2.22
13755,2020-06-20,2020-06-26,R559,SBS-B44 @ LIVINGSTON PLAZA,0.0,No,2.22
13756,2020-06-20,2020-06-26,R560,SBS-M60 @ LIVINGSTON PLAZA,0.0,No,2.22
13757,2020-06-20,2020-06-26,R561,SBS-M86 @ LIVINGSTON PLAZA,0.0,No,2.22
13758,2020-06-20,2020-06-26,R563,SBS-B46 @ LIVINGSTON PLAZA,0.0,No,2.22
13759,2020-06-20,2020-06-26,R564,SBS-Q44 @ LIVINGSTON PLAZA,0.0,No,2.22
13760,2020-06-20,2020-06-26,R569,SBS-BX6 @ LIVINGSTON PLAZA,0.0,No,2.22
13761,2020-06-20,2020-06-26,R570,72ND STREET - 2 AVENUE,34373.0,No,2.22
13762,2020-06-20,2020-06-26,R571,86TH STREET - 2 AVENUE,21487.0,No,2.22
13763,2020-06-20,2020-06-26,R572,96TH STREET - 2 AVENUE,19395.0,No,2.22
13764,2020-06-20,2020-06-26,R573,SBS-Q52/53 @ LIVINGSTON PLAZA,0.0,No,2.22
13765,2020-06-20,2020-06-26,R574,SBS-B82 @ LIVINGSTON PLAZA,0.0,No,2.22
13766,2020-06-20,2020-06-26,R575,SBS-M14 @ LIVINGSTON PLAZA,0.0,No,2.22
13767,2020-06-13,2020-06-19,R001,WHITEHALL STREET,16595.0,Yes,2.22
13768,2020-06-13,2020-06-19,R003,CYPRESS HILLS,2440.0,Yes,2.22
13769,2020-06-13,2020-06-19,R004,75TH STREET & ELDERTS LANE,5335.0,Yes,2.22
13770,2020-06-13,2020-06-19,R005,85TH STREET & FOREST PKWAY,5552.0,Yes,2.22
13771,2020-06-13,2020-06-19,R006,WOODHAVEN BOULEVARD,6510.0,Yes,2.22
13772,2020-06-13,2020-06-19,R007,104TH STREET,4055.0,Yes,2.22
13773,2020-06-13,2020-06-19,R008,111TH STREET,2942.0,Yes,2.22
13774,2020-06-13,2020-06-19,R009,121ST STREET,2886.0,Yes,2.22
13775,2020-06-13,2020-06-19,R010,42ND STREET & 8TH AVENUE,19753.0,Yes,2.22
13776,2020-06-13,2020-06-19,R011,42ND STREET & 8TH AVENUE,55173.0,Yes,2.22
13777,2020-06-13,2020-06-19,R012,34TH STREET & 8TH AVENUE,35672.0,Yes,2.22
13778,2020-06-13,2020-06-19,R013,34TH STREET & 8TH AVENUE,10981.0,Yes,2.22
13779,2020-06-13,2020-06-19,R014,FULTON STREET,37023.0,Yes,2.22
13780,2020-06-13,2020-06-19,R015,FIFTH AVENUE,9730.0,Yes,2.22
13781,2020-06-13,2020-06-19,R016,LEXINGTON AVENUE,3370.0,Yes,2.22
13782,2020-06-13,2020-06-19,R017,LEXINGTON AVENUE,21469.0,Yes,2.22
13783,2020-06-13,2020-06-19,R018,ROOSEVELT AVE/JACKSON HTS,70277.0,Yes,2.22
13784,2020-06-13,2020-06-19,R019,179TH STREET & HILLSIDE AVE,26787.0,Yes,2.22
13785,2020-06-13,2020-06-19,R020,47-50 STREETS/ROCKEFELLER,32920.0,Yes,2.22
13786,2020-06-13,2020-06-19,R021,42ND STREET & 6TH AVENUE,23774.0,Yes,2.22
13787,2020-06-13,2020-06-19,R022,34TH STREET & 6TH AVENUE,39047.0,Yes,2.22
13788,2020-06-13,2020-06-19,R023,34TH STREET & 6TH AVENUE,32143.0,Yes,2.22
13789,2020-06-13,2020-06-19,R024,SUTPHIN BOULEVARD,28186.0,Yes,2.22
13790,2020-06-13,2020-06-19,R025,JAMAICA CENTER-PARSONS BLVD,47637.0,Yes,2.22
13791,2020-06-13,2020-06-19,R027,WALL STREET,8981.0,Yes,2.22
13792,2020-06-13,2020-06-19,R028,FULTON & WILLIAM STREETS,16317.0,Yes,2.22
13793,2020-06-13,2020-06-19,R029,PARK PLACE,23183.0,Yes,2.22
13794,2020-06-13,2020-06-19,R030,CHAMBERS STREET,8917.0,Yes,2.22
13795,2020-06-13,2020-06-19,R031,34TH STREET & 7TH AVENUE,15070.0,Yes,2.22
13796,2020-06-13,2020-06-19,R032,42ND STREET/TIMES SQUARE,24072.0,Yes,2.22
13797,2020-06-13,2020-06-19,R033,42ND STREET/TIMES SQUARE,25972.0,Yes,2.22
13798,2020-06-13,2020-06-19,R034,125TH STREET & BROADWAY,7414.0,Yes,2.22
13799,2020-06-13,2020-06-19,R035,168TH STREET & BROADWAY,28066.0,Yes,2.22
13800,2020-06-13,2020-06-19,R036,DYCKMAN STREET,10351.0,Yes,2.22
13801,2020-06-13,2020-06-19,R037,207TH STREET,8434.0,Yes,2.22
13802,2020-06-13,2020-06-19,R038,215TH STREET,1891.0,Yes,2.22
13803,2020-06-13,2020-06-19,R039,225TH STREET,6900.0,Yes,2.22
13804,2020-06-13,2020-06-19,R040,231ST STREET,11567.0,Yes,2.22
13805,2020-06-13,2020-06-19,R041,BOWLING GREEN & BATTERY PL,11287.0,Yes,2.22
13806,2020-06-13,2020-06-19,R042,BOWLING GREEN & BROADWAY,2888.0,Yes,2.22
13807,2020-06-13,2020-06-19,R043,WALL STREET,8486.0,Yes,2.22
13808,2020-06-13,2020-06-19,R044,BROOKLYN BRIDGE,17076.0,Yes,2.22
13809,2020-06-13,2020-06-19,R045,42ND STREET & GRAND CENTRAL,1.0,Yes,2.22
13810,2020-06-13,2020-06-19,R046,42ND STREET & GRAND CENTRAL,37838.0,Yes,2.22
13811,2020-06-13,2020-06-19,R047,42ND STREET & GRAND CENTRAL,20434.0,Yes,2.22
13812,2020-06-13,2020-06-19,R048,42ND STREET & 3RD AVENUE,5131.0,Yes,2.22
13813,2020-06-13,2020-06-19,R049,51ST STREET & LEXINGTON AVE,8398.0,Yes,2.22
13814,2020-06-13,2020-06-19,R050,59TH STREET & LEXINGTON AVE,11928.0,Yes,2.22
13815,2020-06-13,2020-06-19,R051,59TH STREET & LEXINGTON AVE,26778.0,Yes,2.22
13816,2020-06-13,2020-06-19,R052,WOODLAWN ROAD,9392.0,Yes,2.22
13817,2020-06-13,2020-06-19,R053,149TH STREET & 3RD AVENUE,28728.0,Yes,2.22
13818,2020-06-13,2020-06-19,R054,FIFTH AVENUE & 42ND STREET,7918.0,Yes,2.22
13819,2020-06-13,2020-06-19,R055,MAIN STREET,61303.0,Yes,2.22
13820,2020-06-13,2020-06-19,R056,NEVINS STREET,9830.0,Yes,2.22
13821,2020-06-13,2020-06-19,R057,BARCLAYS CENTER,38749.0,Yes,2.22
13822,2020-06-13,2020-06-19,R058,BERGEN STREET,2474.0,Yes,2.22
13823,2020-06-13,2020-06-19,R059,GRAND ARMY PLAZA,6032.0,Yes,2.22
13824,2020-06-13,2020-06-19,R060,EASTERN PARKWAY,2988.0,Yes,2.22
13825,2020-06-13,2020-06-19,R061,NOSTRAND AVENUE,4017.0,Yes,2.22
13826,2020-06-13,2020-06-19,R062,UTICA AVENUE,37443.0,Yes,2.22
13827,2020-06-13,2020-06-19,R063,SUTTER AVENUE,9933.0,Yes,2.22
13828,2020-06-13,2020-06-19,R064,SARATOGA AVENUE,8814.0,Yes,2.22
13829,2020-06-13,2020-06-19,R065,ROCKAWAY AVENUE,6919.0,Yes,2.22
13830,2020-06-13,2020-06-19,R066,JUNIUS STREET,3119.0,Yes,2.22
13831,2020-06-13,2020-06-19,R067,PENNSYLVANIA AVENUE,6485.0,Yes,2.22
13832,2020-06-13,2020-06-19,R068,VAN SICLEN AVENUE,4511.0,Yes,2.22
13833,2020-06-13,2020-06-19,R069,NEW LOTS AVENUE,8520.0,Yes,2.22
13834,2020-06-13,2020-06-19,R070,ST GEORGE TERMINAL,5371.0,Yes,2.22
13835,2020-06-13,2020-06-19,R072,34TH STREET - HUDSON YARDS,11457.0,Yes,2.22
13836,2020-06-13,2020-06-19,R079,FIFTH AVENUE & 60TH STREET,11660.0,Yes,2.22
13837,2020-06-13,2020-06-19,R080,57TH STREET & 7TH AVENUE,21976.0,Yes,2.22
13838,2020-06-13,2020-06-19,R081,49TH STREET & 7TH AVENUE,7859.0,Yes,2.22
13839,2020-06-13,2020-06-19,R082,28TH STREET & BROADWAY,6103.0,Yes,2.22
13840,2020-06-13,2020-06-19,R083,23RD STREET & 5TH AVENUE,9953.0,Yes,2.22
13841,2020-06-13,2020-06-19,R084,59TH STREET/COLUMBUS CIRCLE,48104.0,Yes,2.22
13842,2020-06-13,2020-06-19,R085,8TH STREET & BROADWAY,6964.0,Yes,2.22
13843,2020-06-13,2020-06-19,R086,PRINCE STREET & BROADWAY,3777.0,Yes,2.22
13844,2020-06-13,2020-06-19,R087,CITY HALL,2864.0,Yes,2.22
13845,2020-06-13,2020-06-19,R088,CORTLANDT STREET,7343.0,Yes,2.22
13846,2020-06-13,2020-06-19,R089,JAY ST-METROTECH,1978.0,Yes,2.22
13847,2020-06-13,2020-06-19,R090,39TH AVENUE & 31ST STREET,2445.0,Yes,2.22
13848,2020-06-13,2020-06-19,R091,36TH AVENUE & 31ST STREET,6378.0,Yes,2.22
13849,2020-06-13,2020-06-19,R092,BROADWAY & 31ST STREET,10199.0,Yes,2.22
13850,2020-06-13,2020-06-19,R093,30TH AVENUE & 31ST STREET,13420.0,Yes,2.22
13851,2020-06-13,2020-06-19,R094,ASTORIA BLVD & 31ST STREET,7818.0,Yes,2.22
13852,2020-06-13,2020-06-19,R095,DITMARS BLVD & 31ST STREET,14586.0,Yes,2.22
13853,2020-06-13,2020-06-19,R096,82ND STREET-JACKSON HEIGHTS,19732.0,Yes,2.22
13854,2020-06-13,2020-06-19,R097,JUNCTION BLVD-ROOSEVELT AVE,39963.0,Yes,2.22
13855,2020-06-13,2020-06-19,R098,CHURCH AVENUE,22508.0,Yes,2.22
13856,2020-06-13,2020-06-19,R099,DEKALB AVENUE,18691.0,Yes,2.22
13857,2020-06-13,2020-06-19,R100,METROPOLITAN AVENUE,4849.0,Yes,2.22
13858,2020-06-13,2020-06-19,R101,145TH STREET,24869.0,Yes,2.22
13859,2020-06-13,2020-06-19,R102,125TH STREET,29810.0,Yes,2.22
13860,2020-06-13,2020-06-19,R103,BROADWAY-EAST NEW YORK,12338.0,Yes,2.22
13861,2020-06-13,2020-06-19,R104,167TH ST-GRAND CONCOURSE,14346.0,Yes,2.22
13862,2020-06-13,2020-06-19,R105,14TH STREET & 7TH AVENUE,15892.0,Yes,2.22
13863,2020-06-13,2020-06-19,R106,CASTLE HILL AVENUE,9091.0,Yes,2.22
13864,2020-06-13,2020-06-19,R107,WESTCHESTER SQUARE,7266.0,Yes,2.22
13865,2020-06-13,2020-06-19,R108,BOROUGH HALL - COURT STREET,21295.0,Yes,2.22
13866,2020-06-13,2020-06-19,R109,CHURCH AVENUE & NOSTRAND AV,13458.0,Yes,2.22
13867,2020-06-13,2020-06-19,R110,FLATBUSH AVE & NOSTRAND AV,20651.0,Yes,2.22
13868,2020-06-13,2020-06-19,R111,23RD STREET & 8TH AVENUE,14779.0,Yes,2.22
13869,2020-06-13,2020-06-19,R112,FORDHAM RD/GRAND CONCOURSE,16350.0,Yes,2.22
13870,2020-06-13,2020-06-19,R113,SEVENTH AVENUE & WEST 53RD,7899.0,Yes,2.22
13871,2020-06-13,2020-06-19,R114,PARSONS BLVD & HILLSIDE AV,9442.0,Yes,2.22
13872,2020-06-13,2020-06-19,R115,169TH STREET & HILLSIDE AVE,9425.0,Yes,2.22
13873,2020-06-13,2020-06-19,R116,50TH STREET & 7TH AVENUE,8988.0,Yes,2.22
13874,2020-06-13,2020-06-19,R117,242ND STREET & BROADWAY,10070.0,Yes,2.22
13875,2020-06-13,2020-06-19,R118,CANAL STREET,7856.0,Yes,2.22
13876,2020-06-13,2020-06-19,R119,FORDHAM ROAD & JEROME AVE,15224.0,Yes,2.22
13877,2020-06-13,2020-06-19,R120,MORRISON AVE & WESTCHESTER,10074.0,Yes,2.22
13878,2020-06-13,2020-06-19,R121,QUEENSBORO PLAZA,13222.0,Yes,2.22
13879,2020-06-13,2020-06-19,R122,90TH STREET/ELMHURST AVENUE,26383.0,Yes,2.22
13880,2020-06-13,2020-06-19,R123,FRANKLIN AVE/EASTERN PKWY,12609.0,Yes,2.22
13881,2020-06-13,2020-06-19,R124,KINGSTON AVE/EASTERN PKWY,4788.0,Yes,2.22
13882,2020-06-13,2020-06-19,R125,BROAD STREET & WALL STREET,4399.0,Yes,2.22
13883,2020-06-13,2020-06-19,R126,175TH STREET/FT WASHINGTON,11408.0,Yes,2.22
13884,2020-06-13,2020-06-19,R127,JAY ST-METROTECH,23693.0,Yes,2.22
13885,2020-06-13,2020-06-19,R128,SUTPHIN BLVD-HILLSIDE AVE,5343.0,Yes,2.22
13886,2020-06-13,2020-06-19,R129,BERGEN STREET-SMITH STREET,7293.0,Yes,2.22
13887,2020-06-13,2020-06-19,R130,KINGS HIGHWAY-MCDONALD AVE,4190.0,Yes,2.22
13888,2020-06-13,2020-06-19,R131,23RD STREET-PARK AVE SOUTH,14528.0,Yes,2.22
13889,2020-06-13,2020-06-19,R132,125TH STREET-LEXINGTON AVE,30815.0,Yes,2.22
13890,2020-06-13,2020-06-19,R133,MOSHOLU PARKWAY-JEROME AVE,13215.0,Yes,2.22
13891,2020-06-13,2020-06-19,R134,HUNTERS PT AVE-49TH AVE,5682.0,Yes,2.22
13892,2020-06-13,2020-06-19,R135,NEWKIRK AVE-NOSTRAND AVE,10465.0,Yes,2.22
13893,2020-06-13,2020-06-19,R136,SHEEPSHEAD BAY ROAD,16035.0,Yes,2.22
13894,2020-06-13,2020-06-19,R137,MYRTLE AVE-GATES AVENUE,26683.0,Yes,2.22
13895,2020-06-13,2020-06-19,R138,WEST 4TH ST-WASHINGTON SQ,25367.0,Yes,2.22
13896,2020-06-13,2020-06-19,R139,CANAL STREET-LISPENARD ST,9982.0,Yes,2.22
13897,2020-06-13,2020-06-19,R140,QUEENS PLAZA-JACKSON AVE,9661.0,Yes,2.22
13898,2020-06-13,2020-06-19,R141,71ST AVE-CONTINENTAL AVE,24825.0,Yes,2.22
13899,2020-06-13,2020-06-19,R142,ESSEX ST-DELANCEY ST,24446.0,Yes,2.22
13900,2020-06-13,2020-06-19,R143,28TH STREET-PARK AVE SOUTH,15539.0,Yes,2.22
13901,2020-06-13,2020-06-19,R144,96TH STREET-LEXINGTON AVE,19454.0,Yes,2.22
13902,2020-06-13,2020-06-19,R145,241ST ST-WHITE PLAINS RD,7886.0,Yes,2.22
13903,2020-06-13,2020-06-19,R146,HUNTS PT AVE-SOUTHERN BLVD,14899.0,Yes,2.22
13904,2020-06-13,2020-06-19,R147,61ST STREET-ROOSEVELT AVE,21269.0,Yes,2.22
13905,2020-06-13,2020-06-19,R148,PARKSIDE AVE-OCEAN AVE,8876.0,Yes,2.22
13906,2020-06-13,2020-06-19,R149,NEWKIRK PLAZA,12438.0,Yes,2.22
13907,2020-06-13,2020-06-19,R150,AVENUE U-EAST 16TH STREET,9064.0,Yes,2.22
13908,2020-06-13,2020-06-19,R151,STILLWELL AVE-CONEY ISLAND,25547.0,Yes,2.22
13909,2020-06-13,2020-06-19,R152,ROCKAWAY PKWY-GLENWOOD RD,10633.0,Yes,2.22
13910,2020-06-13,2020-06-19,R153,UTICA AVE-STUYVESANT AVE,16836.0,Yes,2.22
13911,2020-06-13,2020-06-19,R154,TREMONT AVE-179TH ST,13618.0,Yes,2.22
13912,2020-06-13,2020-06-19,R155,KINGSBRIDGE RD-196TH ST,11616.0,Yes,2.22
13913,2020-06-13,2020-06-19,R156,BEDFORD PARK BLVD-203RD ST,8835.0,Yes,2.22
13914,2020-06-13,2020-06-19,R157,205TH ST-BAINBRIDGE AVE,13549.0,Yes,2.22
13915,2020-06-13,2020-06-19,R158,UNION TURNPIKE-KEW GARDENS,25814.0,Yes,2.22
13916,2020-06-13,2020-06-19,R159,116TH STREET-COLUMBIA,5356.0,Yes,2.22
13917,2020-06-13,2020-06-19,R160,ASTOR PLACE-4 AVENUE,8289.0,Yes,2.22
13918,2020-06-13,2020-06-19,R161,KINGSBRIDGE RD-JEROME AVE,13249.0,Yes,2.22
13919,2020-06-13,2020-06-19,R162,ELDER AVE-WESTCHESTER AVE,10266.0,Yes,2.22
