,From Date,To Date,Remote Station ID,Station,Total Fares for the Week,Contains Holiday,Gas Price,Total Snowfall,Total Rainfall
2881,2020-11-21,2020-11-27,R072,34TH STREET - HUDSON YARDS,27733.0,Yes,2.22,0.0,22.84
2882,2020-11-21,2020-11-27,R079,FIFTH AVENUE & 60TH STREET,19637.0,Yes,2.22,0.0,22.84
2883,2020-11-21,2020-11-27,R080,57TH STREET & 7TH AVENUE,32011.0,Yes,2.22,0.0,22.84
2884,2020-11-21,2020-11-27,R081,49TH STREET & 7TH AVENUE,17885.0,Yes,2.22,0.0,22.84
2885,2020-11-21,2020-11-27,R082,28TH STREET & BROADWAY,11207.0,Yes,2.22,0.0,22.84
2886,2020-11-21,2020-11-27,R083,23RD STREET & 5TH AVENUE,17141.0,Yes,2.22,0.0,22.84
2887,2020-11-21,2020-11-27,R084,59TH STREET/COLUMBUS CIRCLE,74134.0,Yes,2.22,0.0,22.84
2888,2020-11-21,2020-11-27,R085,8TH STREET & BROADWAY,13522.0,Yes,2.22,0.0,22.84
2889,2020-11-21,2020-11-27,R086,PRINCE STREET & BROADWAY,13912.0,Yes,2.22,0.0,22.84
2890,2020-11-21,2020-11-27,R087,CITY HALL,3708.0,Yes,2.22,0.0,22.84
2891,2020-11-21,2020-11-27,R088,CORTLANDT STREET,11797.0,Yes,2.22,0.0,22.84
2892,2020-11-21,2020-11-27,R089,JAY ST-METROTECH,2374.0,Yes,2.22,0.0,22.84
2893,2020-11-21,2020-11-27,R090,39TH AVENUE & 31ST STREET,4162.0,Yes,2.22,0.0,22.84
2894,2020-11-21,2020-11-27,R091,36TH AVENUE & 31ST STREET,10266.0,Yes,2.22,0.0,22.84
2895,2020-11-21,2020-11-27,R092,BROADWAY & 31ST STREET,17357.0,Yes,2.22,0.0,22.84
2896,2020-11-21,2020-11-27,R093,30TH AVENUE & 31ST STREET,21159.0,Yes,2.22,0.0,22.84
2897,2020-11-21,2020-11-27,R094,ASTORIA BLVD & 31ST STREET,13292.0,Yes,2.22,0.0,22.84
2898,2020-11-21,2020-11-27,R095,DITMARS BLVD & 31ST STREET,22460.0,Yes,2.22,0.0,22.84
2899,2020-11-21,2020-11-27,R096,82ND STREET-JACKSON HEIGHTS,36529.0,Yes,2.22,0.0,22.84
2900,2020-11-21,2020-11-27,R097,JUNCTION BLVD-ROOSEVELT AVE,57158.0,Yes,2.22,0.0,22.84
2901,2020-11-21,2020-11-27,R098,CHURCH AVENUE,28097.0,Yes,2.22,0.0,22.84
2902,2020-11-21,2020-11-27,R099,DEKALB AVENUE,25881.0,Yes,2.22,0.0,22.84
2903,2020-11-21,2020-11-27,R100,METROPOLITAN AVENUE,5448.0,Yes,2.22,0.0,22.84
2904,2020-11-21,2020-11-27,R101,145TH STREET,34403.0,Yes,2.22,0.0,22.84
2905,2020-11-21,2020-11-27,R102,125TH STREET,40941.0,Yes,2.22,0.0,22.84
2906,2020-11-21,2020-11-27,R103,BROADWAY-EAST NEW YORK,13880.0,Yes,2.22,0.0,22.84
2907,2020-11-21,2020-11-27,R104,167TH ST-GRAND CONCOURSE,17487.0,Yes,2.22,0.0,22.84
2908,2020-11-21,2020-11-27,R105,14TH STREET & 7TH AVENUE,25531.0,Yes,2.22,0.0,22.84
2909,2020-11-21,2020-11-27,R106,CASTLE HILL AVENUE,11407.0,Yes,2.22,0.0,22.84
2910,2020-11-21,2020-11-27,R107,WESTCHESTER SQUARE,8292.0,Yes,2.22,0.0,22.84
2911,2020-11-21,2020-11-27,R108,BOROUGH HALL - COURT STREET,28489.0,Yes,2.22,0.0,22.84
2912,2020-11-21,2020-11-27,R109,CHURCH AVENUE & NOSTRAND AV,16861.0,Yes,2.22,0.0,22.84
2913,2020-11-21,2020-11-27,R110,FLATBUSH AVE & NOSTRAND AV,23908.0,Yes,2.22,0.0,22.84
2914,2020-11-21,2020-11-27,R111,23RD STREET & 8TH AVENUE,21156.0,Yes,2.22,0.0,22.84
2915,2020-11-21,2020-11-27,R112,FORDHAM RD/GRAND CONCOURSE,20164.0,Yes,2.22,0.0,22.84
2916,2020-11-21,2020-11-27,R113,SEVENTH AVENUE & WEST 53RD,8355.0,Yes,2.22,0.0,22.84
2917,2020-11-21,2020-11-27,R114,PARSONS BLVD & HILLSIDE AV,12912.0,Yes,2.22,0.0,22.84
2918,2020-11-21,2020-11-27,R115,169TH STREET & HILLSIDE AVE,13176.0,Yes,2.22,0.0,22.84
2919,2020-11-21,2020-11-27,R116,50TH STREET & 7TH AVENUE,15400.0,Yes,2.22,0.0,22.84
2920,2020-11-21,2020-11-27,R117,242ND STREET & BROADWAY,9819.0,Yes,2.22,0.0,22.84
2921,2020-11-21,2020-11-27,R118,CANAL STREET,13585.0,Yes,2.22,0.0,22.84
2922,2020-11-21,2020-11-27,R119,FORDHAM ROAD & JEROME AVE,20576.0,Yes,2.22,0.0,22.84
2923,2020-11-21,2020-11-27,R120,MORRISON AVE & WESTCHESTER,11732.0,Yes,2.22,0.0,22.84
2924,2020-11-21,2020-11-27,R121,QUEENSBORO PLAZA,17922.0,Yes,2.22,0.0,22.84
2925,2020-11-21,2020-11-27,R122,90TH STREET/ELMHURST AVENUE,41438.0,Yes,2.22,0.0,22.84
2926,2020-11-21,2020-11-27,R123,FRANKLIN AVE/EASTERN PKWY,18209.0,Yes,2.22,0.0,22.84
2927,2020-11-21,2020-11-27,R124,KINGSTON AVE/EASTERN PKWY,7987.0,Yes,2.22,0.0,22.84
2928,2020-11-21,2020-11-27,R125,BROAD STREET & WALL STREET,4603.0,Yes,2.22,0.0,22.84
2929,2020-11-21,2020-11-27,R126,175TH STREET/FT WASHINGTON,18322.0,Yes,2.22,0.0,22.84
2930,2020-11-21,2020-11-27,R127,JAY ST-METROTECH,30427.0,Yes,2.22,0.0,22.84
2931,2020-11-21,2020-11-27,R128,SUTPHIN BLVD-HILLSIDE AVE,8933.0,Yes,2.22,0.0,22.84
2932,2020-11-21,2020-11-27,R129,BERGEN STREET-SMITH STREET,12669.0,Yes,2.22,0.0,22.84
2933,2020-11-21,2020-11-27,R130,KINGS HIGHWAY-MCDONALD AVE,4676.0,Yes,2.22,0.0,22.84
2934,2020-11-21,2020-11-27,R131,23RD STREET-PARK AVE SOUTH,20563.0,Yes,2.22,0.0,22.84
2935,2020-11-21,2020-11-27,R132,125TH STREET-LEXINGTON AVE,35838.0,Yes,2.22,0.0,22.84
2936,2020-11-21,2020-11-27,R133,MOSHOLU PARKWAY-JEROME AVE,16494.0,Yes,2.22,0.0,22.84
2937,2020-11-21,2020-11-27,R134,HUNTERS PT AVE-49TH AVE,5665.0,Yes,2.22,0.0,22.84
2938,2020-11-21,2020-11-27,R135,NEWKIRK AVE-NOSTRAND AVE,12860.0,Yes,2.22,0.0,22.84
2939,2020-11-21,2020-11-27,R136,SHEEPSHEAD BAY ROAD,22186.0,Yes,2.22,0.0,22.84
2940,2020-11-21,2020-11-27,R137,MYRTLE AVE-GATES AVENUE,34804.0,Yes,2.22,0.0,22.84
2941,2020-11-21,2020-11-27,R138,WEST 4TH ST-WASHINGTON SQ,40816.0,Yes,2.22,0.0,22.84
2942,2020-11-21,2020-11-27,R139,CANAL STREET-LISPENARD ST,17055.0,Yes,2.22,0.0,22.84
2943,2020-11-21,2020-11-27,R140,QUEENS PLAZA-JACKSON AVE,11030.0,Yes,2.22,0.0,22.84
2944,2020-11-21,2020-11-27,R141,71ST AVE-CONTINENTAL AVE,33100.0,Yes,2.22,0.0,22.84
2945,2020-11-21,2020-11-27,R142,ESSEX ST-DELANCEY ST,32741.0,Yes,2.22,0.0,22.84
2946,2020-11-21,2020-11-27,R143,28TH STREET-PARK AVE SOUTH,21485.0,Yes,2.22,0.0,22.84
2947,2020-11-21,2020-11-27,R144,96TH STREET-LEXINGTON AVE,24286.0,Yes,2.22,0.0,22.84
2948,2020-11-21,2020-11-27,R145,241ST ST-WHITE PLAINS RD,7136.0,Yes,2.22,0.0,22.84
2949,2020-11-21,2020-11-27,R146,HUNTS PT AVE-SOUTHERN BLVD,17189.0,Yes,2.22,0.0,22.84
2950,2020-11-21,2020-11-27,R147,61ST STREET-ROOSEVELT AVE,32574.0,Yes,2.22,0.0,22.84
2951,2020-11-21,2020-11-27,R148,PARKSIDE AVE-OCEAN AVE,11239.0,Yes,2.22,0.0,22.84
2952,2020-11-21,2020-11-27,R149,NEWKIRK PLAZA,18266.0,Yes,2.22,0.0,22.84
2953,2020-11-21,2020-11-27,R150,AVENUE U-EAST 16TH STREET,12862.0,Yes,2.22,0.0,22.84
2954,2020-11-21,2020-11-27,R151,STILLWELL AVE-CONEY ISLAND,20794.0,Yes,2.22,0.0,22.84
2955,2020-11-21,2020-11-27,R152,ROCKAWAY PKWY-GLENWOOD RD,15353.0,Yes,2.22,0.0,22.84
2956,2020-11-21,2020-11-27,R153,UTICA AVE-STUYVESANT AVE,22287.0,Yes,2.22,0.0,22.84
2957,2020-11-21,2020-11-27,R154,TREMONT AVE-179TH ST,16198.0,Yes,2.22,0.0,22.84
2958,2020-11-21,2020-11-27,R155,KINGSBRIDGE RD-196TH ST,13494.0,Yes,2.22,0.0,22.84
2959,2020-11-21,2020-11-27,R156,BEDFORD PARK BLVD-203RD ST,11347.0,Yes,2.22,0.0,22.84
2960,2020-11-21,2020-11-27,R157,205TH ST-BAINBRIDGE AVE,15024.0,Yes,2.22,0.0,22.84
2961,2020-11-21,2020-11-27,R158,UNION TURNPIKE-KEW GARDENS,28950.0,Yes,2.22,0.0,22.84
2962,2020-11-21,2020-11-27,R159,116TH STREET-COLUMBIA,9441.0,Yes,2.22,0.0,22.84
2963,2020-11-21,2020-11-27,R160,ASTOR PLACE-4 AVENUE,14323.0,Yes,2.22,0.0,22.84
2964,2020-11-21,2020-11-27,R161,KINGSBRIDGE RD-JEROME AVE,16264.0,Yes,2.22,0.0,22.84
2965,2020-11-21,2020-11-27,R162,ELDER AVE-WESTCHESTER AVE,14186.0,Yes,2.22,0.0,22.84
2966,2020-11-21,2020-11-27,R163,14TH STREET-6TH AVENUE,24137.0,Yes,2.22,0.0,22.84
2967,2020-11-21,2020-11-27,R164,66TH STREET-BROADWAY,17055.0,Yes,2.22,0.0,22.84
2968,2020-11-21,2020-11-27,R165,TOMPKINSVILLE,1025.0,Yes,2.22,0.0,22.84
2969,2020-11-21,2020-11-27,R166,79TH STREET-BROADWAY,18737.0,Yes,2.22,0.0,22.84
2970,2020-11-21,2020-11-27,R167,86TH STREET-BROADWAY,23076.0,Yes,2.22,0.0,22.84
2971,2020-11-21,2020-11-27,R168,96TH STREET-BROADWAY,47825.0,Yes,2.22,0.0,22.84
2972,2020-11-21,2020-11-27,R169,137TH STREET-BROADWAY,20410.0,Yes,2.22,0.0,22.84
2973,2020-11-21,2020-11-27,R170,14TH STREET-UNION SQUARE,108636.0,Yes,2.22,0.0,22.84
2974,2020-11-21,2020-11-27,R171,7TH AVENUE-PARK PLACE,10955.0,Yes,2.22,0.0,22.84
2975,2020-11-21,2020-11-27,R172,BRIGHTON BEACH-CONEY ISLAND,24137.0,Yes,2.22,0.0,22.84
2976,2020-11-21,2020-11-27,R173,207TH STREET-BROADWAY,12722.0,Yes,2.22,0.0,22.84
2977,2020-11-21,2020-11-27,R174,181ST STREET-FT WASH AVE,15890.0,Yes,2.22,0.0,22.84
2978,2020-11-21,2020-11-27,R175,8TH AVENUE-14TH STREET,40495.0,Yes,2.22,0.0,22.84
2979,2020-11-21,2020-11-27,R176,33RD STREET-PARK AVENUE,28579.0,Yes,2.22,0.0,22.84
2980,2020-11-21,2020-11-27,R177,68TH STREET-HUNTER COLLEGE,24394.0,Yes,2.22,0.0,22.84
2981,2020-11-21,2020-11-27,R178,77TH STREET-LEXINGTON AVE,37514.0,Yes,2.22,0.0,22.84
2982,2020-11-21,2020-11-27,R179,86TH STREET-LEXINGTON AVE,54343.0,Yes,2.22,0.0,22.84
2983,2020-11-21,2020-11-27,R180,103RD STREET-LEXINGTON AVE,21640.0,Yes,2.22,0.0,22.84
2984,2020-11-21,2020-11-27,R181,110TH STREET-LEXINGTON AVE,17494.0,Yes,2.22,0.0,22.84
2985,2020-11-21,2020-11-27,R182,116TH STREET-LEXINGTON AVE,23899.0,Yes,2.22,0.0,22.84
2986,2020-11-21,2020-11-27,R183,BEDFORD PARK BLVD-JEROME AV,7928.0,Yes,2.22,0.0,22.84
2987,2020-11-21,2020-11-27,R184,CORTELYOU RD-EAST 16TH ST,11805.0,Yes,2.22,0.0,22.84
2988,2020-11-21,2020-11-27,R185,DYCKMAN STREET-BROADWAY,10912.0,Yes,2.22,0.0,22.84
2989,2020-11-21,2020-11-27,R186,86TH ST-CENTRAL PARK WEST,10910.0,Yes,2.22,0.0,22.84
2990,2020-11-21,2020-11-27,R187,81ST STREET-MUSEUM,12033.0,Yes,2.22,0.0,22.84
2991,2020-11-21,2020-11-27,R188,50TH STREET-8TH AVENUE,16399.0,Yes,2.22,0.0,22.84
2992,2020-11-21,2020-11-27,R189,CHRISTOPHER ST-SHERIDAN SQ,9488.0,Yes,2.22,0.0,22.84
2993,2020-11-21,2020-11-27,R190,23RD STREET-7TH AVENUE,15368.0,Yes,2.22,0.0,22.84
2994,2020-11-21,2020-11-27,R191,103RD STREET-BROADWAY,17353.0,Yes,2.22,0.0,22.84
2995,2020-11-21,2020-11-27,R192,110TH STREET-BROADWAY,15637.0,Yes,2.22,0.0,22.84
2996,2020-11-21,2020-11-27,R193,157TH STREET-BROADWAY,20081.0,Yes,2.22,0.0,22.84
2997,2020-11-21,2020-11-27,R194,BLEECKER ST-LAFAYETTE ST,16202.0,Yes,2.22,0.0,22.84
2998,2020-11-21,2020-11-27,R195,161ST STREET-YANKEE STADIUM,36485.0,Yes,2.22,0.0,22.84
2999,2020-11-21,2020-11-27,R196,PROSPECT PARK-EMPIRE BLVD,15183.0,Yes,2.22,0.0,22.84
3000,2020-11-21,2020-11-27,R197,36TH STREET-4TH AVENUE,25338.0,Yes,2.22,0.0,22.84
3001,2020-11-21,2020-11-27,R198,NOSTRAND AVE-FULTON ST,23003.0,Yes,2.22,0.0,22.84
3002,2020-11-21,2020-11-27,R199,KINGSTON AVE-THROOP AVE,7944.0,Yes,2.22,0.0,22.84
3003,2020-11-21,2020-11-27,R200,EUCLID AVE-PITKIN AVE,17124.0,Yes,2.22,0.0,22.84
3004,2020-11-21,2020-11-27,R201,WOODHAVEN BLVD-QUEENS BLVD,35898.0,Yes,2.22,0.0,22.84
3005,2020-11-21,2020-11-27,R202,63RD DRIVE-REGO PARK,26606.0,Yes,2.22,0.0,22.84
3006,2020-11-21,2020-11-27,R203,23RD STREET-6TH AVENUE,16750.0,Yes,2.22,0.0,22.84
3007,2020-11-21,2020-11-27,R204,CHURCH AVE-MCDONALD AVE,18492.0,Yes,2.22,0.0,22.84
3008,2020-11-21,2020-11-27,R205,149TH ST-GRAND CONCOURSE,19198.0,Yes,2.22,0.0,22.84
3009,2020-11-21,2020-11-27,R206,125TH STREET-LENOX AVENUE,20085.0,Yes,2.22,0.0,22.84
3010,2020-11-21,2020-11-27,R207,135TH STREET-LENOX AVENUE,21953.0,Yes,2.22,0.0,22.84
3011,2020-11-21,2020-11-27,R208,103RD ST-ROOSEVELT AVE,49038.0,Yes,2.22,0.0,22.84
3012,2020-11-21,2020-11-27,R209,STERLING ST-NOSTRAND AVE,9647.0,Yes,2.22,0.0,22.84
3013,2020-11-21,2020-11-27,R210,BEVERLY RD-NOSTRAND AVE,7928.0,Yes,2.22,0.0,22.84
3014,2020-11-21,2020-11-27,R211,KINGS HIGHWAY-EAST 16TH ST,32807.0,Yes,2.22,0.0,22.84
3015,2020-11-21,2020-11-27,R212,59TH STREET-4TH AVENUE,25003.0,Yes,2.22,0.0,22.84
3016,2020-11-21,2020-11-27,R213,BAY RIDGE AVE-4TH AVENUE,12964.0,Yes,2.22,0.0,22.84
3017,2020-11-21,2020-11-27,R214,77TH STREET-4TH AVENUE,8964.0,Yes,2.22,0.0,22.84
3018,2020-11-21,2020-11-27,R215,86TH STREET-4TH AVENUE,17019.0,Yes,2.22,0.0,22.84
3019,2020-11-21,2020-11-27,R216,BAY RIDGE - 95TH STREET,9075.0,Yes,2.22,0.0,22.84
3020,2020-11-21,2020-11-27,R217,HOYT ST-SCHERMERHORN ST,15343.0,Yes,2.22,0.0,22.84
3021,2020-11-21,2020-11-27,R218,ELMHURST AVE-BROADWAY,25699.0,Yes,2.22,0.0,22.84
3022,2020-11-21,2020-11-27,R219,67TH AVENUE-QUEENS BLVD,12882.0,Yes,2.22,0.0,22.84
3023,2020-11-21,2020-11-27,R220,CARROLL ST-PRESIDENT ST,12612.0,Yes,2.22,0.0,22.84
3024,2020-11-21,2020-11-27,R221,167TH STREET-RIVER AVENUE,18300.0,Yes,2.22,0.0,22.84
3025,2020-11-21,2020-11-27,R222,177TH STREET-PARKCHESTER,25851.0,Yes,2.22,0.0,22.84
3026,2020-11-21,2020-11-27,R223,46TH ST-BLISS ST,24358.0,Yes,2.22,0.0,22.84
3027,2020-11-21,2020-11-27,R224,CLARK STREET-HENRY STREET,5820.0,Yes,2.22,0.0,22.84
3028,2020-11-21,2020-11-27,R225,HOYT STREET-HOYT STREET,7045.0,Yes,2.22,0.0,22.84
3029,2020-11-21,2020-11-27,R226,GUN HILL ROAD-SEYMOUR,6307.0,Yes,2.22,0.0,22.84
3030,2020-11-21,2020-11-27,R227,RECTOR STREET-CHURCH STREET,3736.0,Yes,2.22,0.0,22.84
3031,2020-11-21,2020-11-27,R228,AVENUE J-EAST 16TH STREET,11551.0,Yes,2.22,0.0,22.84
3032,2020-11-21,2020-11-27,R229,AVENUE M-EAST 16TH STREET,11131.0,Yes,2.22,0.0,22.84
3033,2020-11-21,2020-11-27,R230,NECK ROAD-EAST 16TH STREET,7857.0,Yes,2.22,0.0,22.84
3034,2020-11-21,2020-11-27,R231,UNION STREET-4TH AVENUE,9025.0,Yes,2.22,0.0,22.84
3035,2020-11-21,2020-11-27,R232,45TH STREET-4TH AVENUE,15267.0,Yes,2.22,0.0,22.84
3036,2020-11-21,2020-11-27,R233,53RD STREET-4TH AVENUE,19633.0,Yes,2.22,0.0,22.84
3037,2020-11-21,2020-11-27,R234,50TH STREET-NEW UTRECHT AVE,8146.0,Yes,2.22,0.0,22.84
3038,2020-11-21,2020-11-27,R235,BEDFORD AVE-NORTH 7TH ST,40595.0,Yes,2.22,0.0,22.84
3039,2020-11-21,2020-11-27,R236,DEKALB AVE-WYCKOFF AVE,21914.0,Yes,2.22,0.0,22.84
3040,2020-11-21,2020-11-27,R237,182ND STREET-183RD STREET,9488.0,Yes,2.22,0.0,22.84
3041,2020-11-21,2020-11-27,R238,STEINWAY ST-BROADWAY,22081.0,Yes,2.22,0.0,22.84
3042,2020-11-21,2020-11-27,R239,GREENPOINT AVE,16154.0,Yes,2.22,0.0,22.84
3043,2020-11-21,2020-11-27,R240,GRAND ST-CHRISTIE ST,35278.0,Yes,2.22,0.0,22.84
3044,2020-11-21,2020-11-27,R241,15TH ST-PROSPECT PARK WEST,6086.0,Yes,2.22,0.0,22.84
3045,2020-11-21,2020-11-27,R242,18TH AVE-MCDONALD AVE,5408.0,Yes,2.22,0.0,22.84
3046,2020-11-21,2020-11-27,R243,170TH STREET-JEROME AVENUE,15811.0,Yes,2.22,0.0,22.84
3047,2020-11-21,2020-11-27,R244,BURNSIDE AVE-JEROME AVE,17029.0,Yes,2.22,0.0,22.84
3048,2020-11-21,2020-11-27,R245,ST LAWRENCE AVE-WEST AVE,8086.0,Yes,2.22,0.0,22.84
3049,2020-11-21,2020-11-27,R246,PROSPECT AVENUE-4TH AVENUE,7952.0,Yes,2.22,0.0,22.84
3050,2020-11-21,2020-11-27,R247,55TH ST-NEW UTRECHT AVE,5319.0,Yes,2.22,0.0,22.84
3051,2020-11-21,2020-11-27,R248,1ST AVENUE-14TH STREET,29819.0,Yes,2.22,0.0,22.84
3052,2020-11-21,2020-11-27,R249,GRAHAM AVE-METROPOLITAN AVE,10731.0,Yes,2.22,0.0,22.84
3053,2020-11-21,2020-11-27,R250,GRAND ST-BUSHWICK AVE,9010.0,Yes,2.22,0.0,22.84
3054,2020-11-21,2020-11-27,R251,96TH ST-CENTRAL PARK WEST,11891.0,Yes,2.22,0.0,22.84
3055,2020-11-21,2020-11-27,R252,HIGH ST-CADMAN PLAZA WEST,8877.0,Yes,2.22,0.0,22.84
3056,2020-11-21,2020-11-27,R253,174TH-175TH ST-GRAND CONCOU,10120.0,Yes,2.22,0.0,22.84
3057,2020-11-21,2020-11-27,R254,GRAND AVE-QUEENS BOULEVARD,31315.0,Yes,2.22,0.0,22.84
3058,2020-11-21,2020-11-27,R255,VAN WYCK BLVD-MAIN STREET,7657.0,Yes,2.22,0.0,22.84
3059,2020-11-21,2020-11-27,R256,NASSAU AVE-MANHATTAN AVE,13326.0,Yes,2.22,0.0,22.84
3060,2020-11-21,2020-11-27,R257,EAST BROADWAY-MADISON ST,17920.0,Yes,2.22,0.0,22.84
3061,2020-11-21,2020-11-27,R258,4TH AVENUE-9TH STREET,17169.0,Yes,2.22,0.0,22.84
3062,2020-11-21,2020-11-27,R259,ROOSEVELT ISLAND,11650.0,Yes,2.22,0.0,22.84
3063,2020-11-21,2020-11-27,R260,181ST STREET-ST NICHOLAS AV,22807.0,Yes,2.22,0.0,22.84
3064,2020-11-21,2020-11-27,R261,40TH STREET-LOWERY STREET,15654.0,Yes,2.22,0.0,22.84
3065,2020-11-21,2020-11-27,R262,BEVERLEY ROAD -EAST 15TH ST,6091.0,Yes,2.22,0.0,22.84
3066,2020-11-21,2020-11-27,R263,AVENUE H-EAST 16TH STREET,5318.0,Yes,2.22,0.0,22.84
3067,2020-11-21,2020-11-27,R264,OCEAN PKWAY-BRIGHTON BCH AV,6986.0,Yes,2.22,0.0,22.84
3068,2020-11-21,2020-11-27,R265,MONTROSE AVENUE,10721.0,Yes,2.22,0.0,22.84
3069,2020-11-21,2020-11-27,R266,HALSEY STREET-WYCKOFF AVE,13032.0,Yes,2.22,0.0,22.84
3070,2020-11-21,2020-11-27,R267,46TH STREET-BROADWAY,13333.0,Yes,2.22,0.0,22.84
3071,2020-11-21,2020-11-27,R268,METROPOLITAN AVE-LORIMER ST,19450.0,Yes,2.22,0.0,22.84
3072,2020-11-21,2020-11-27,R269,BEDFORD AVENUE-NOSTRAND AVE,12065.0,Yes,2.22,0.0,22.84
3073,2020-11-21,2020-11-27,R270,SMITH STREET-9TH STREET,6719.0,Yes,2.22,0.0,22.84
3074,2020-11-21,2020-11-27,R271,AVENUE X-MCDONALD AVENUE,3067.0,Yes,2.22,0.0,22.84
3075,2020-11-21,2020-11-27,R272,28TH STREET-7TH AVENUE,11148.0,Yes,2.22,0.0,22.84
3076,2020-11-21,2020-11-27,R273,145TH STREET-BROADWAY,18258.0,Yes,2.22,0.0,22.84
3077,2020-11-21,2020-11-27,R274,191ST STREET-ST NICHOLAS AV,5322.0,Yes,2.22,0.0,22.84
3078,2020-11-21,2020-11-27,R275,183RD STREET-JEROME AVENUE,12635.0,Yes,2.22,0.0,22.84
3079,2020-11-21,2020-11-27,R276,JACKSON AVENUE-VERNON BLVD,18814.0,Yes,2.22,0.0,22.84
3080,2020-11-21,2020-11-27,R277,PRESIDENT ST-NOSTRAND AVE,4940.0,Yes,2.22,0.0,22.84
3081,2020-11-21,2020-11-27,R278,25TH STREET-4TH AVENUE,5091.0,Yes,2.22,0.0,22.84
3082,2020-11-21,2020-11-27,R279,JEFFERSON STREET-WYCKOFF AV,11384.0,Yes,2.22,0.0,22.84
3083,2020-11-21,2020-11-27,R280,190TH STREET-OVERLOOK TERR,4879.0,Yes,2.22,0.0,22.84
3084,2020-11-21,2020-11-27,R281,72ND STREET-CENTRAL PK WEST,9415.0,Yes,2.22,0.0,22.84
3085,2020-11-21,2020-11-27,R282,SPRING STREET-6TH AVENUE,12017.0,Yes,2.22,0.0,22.84
3086,2020-11-21,2020-11-27,R283,LAFAYETTE AVENUE-FULTON ST,6956.0,Yes,2.22,0.0,22.84
3087,2020-11-21,2020-11-27,R284,CLINTON AVENUE-FULTON ST,6551.0,Yes,2.22,0.0,22.84
3088,2020-11-21,2020-11-27,R285,MOTT AVENUE-BEACH 22ND ST,8470.0,Yes,2.22,0.0,22.84
3089,2020-11-21,2020-11-27,R286,MYRTLE AVENUE-MARCY AVENUE,8725.0,Yes,2.22,0.0,22.84
3090,2020-11-21,2020-11-27,R287,CLASSON AVENUE-LAFAYETTE AV,7661.0,Yes,2.22,0.0,22.84
3091,2020-11-21,2020-11-27,R288,7TH AVENUE-9TH STREET,13633.0,Yes,2.22,0.0,22.84
3092,2020-11-21,2020-11-27,R289,FT HAMILTON PKY-GREENWOOD,6514.0,Yes,2.22,0.0,22.84
3093,2020-11-21,2020-11-27,R290,HOUSTON STREET-VARICK ST,10706.0,Yes,2.22,0.0,22.84
3094,2020-11-21,2020-11-27,R291,33RD STREET-QUEENS BLVD,8341.0,Yes,2.22,0.0,22.84
3095,2020-11-21,2020-11-27,R292,BAYCHESTER AVE-TILLOTSON,5295.0,Yes,2.22,0.0,22.84
3096,2020-11-21,2020-11-27,R293,34TH STREET - PENN STATION,44778.0,Yes,2.22,0.0,22.84
3097,2020-11-21,2020-11-27,R294,MORGAN AVENUE-HARRISON PL,11023.0,Yes,2.22,0.0,22.84
3098,2020-11-21,2020-11-27,R295,WILSON AVENUE-MOFFAT STREET,7747.0,Yes,2.22,0.0,22.84
3099,2020-11-21,2020-11-27,R296,163RD ST & AMSTERDAM AVE,7171.0,Yes,2.22,0.0,22.84
3100,2020-11-21,2020-11-27,R297,FRANKLIN AVENUE-FULTON ST,8777.0,Yes,2.22,0.0,22.84
3101,2020-11-21,2020-11-27,R298,NORTHERN BLVD-BROADWAY,11742.0,Yes,2.22,0.0,22.84
3102,2020-11-21,2020-11-27,R299,BROADWAY - UNION AVENUE,10235.0,Yes,2.22,0.0,22.84
3103,2020-11-21,2020-11-27,R300,2ND AVENUE-HOUSTON STREET,17833.0,Yes,2.22,0.0,22.84
3104,2020-11-21,2020-11-27,R301,YORK STREET-JAY STREET,10948.0,Yes,2.22,0.0,22.84
3105,2020-11-21,2020-11-27,R302,57TH STREET-6TH AVENUE,14060.0,Yes,2.22,0.0,22.84
3106,2020-11-21,2020-11-27,R303,21ST STREET-QUEENSBRIDGE,13703.0,Yes,2.22,0.0,22.84
3107,2020-11-21,2020-11-27,R304,RECTOR STREET-GREENWICH ST,4865.0,Yes,2.22,0.0,22.84
3108,2020-11-21,2020-11-27,R305,WTC-CORTLANDT ST,8513.0,Yes,2.22,0.0,22.84
3109,2020-11-21,2020-11-27,R306,238TH STREET-BROADWAY,7532.0,Yes,2.22,0.0,22.84
3110,2020-11-21,2020-11-27,R307,138TH ST-GRAND CONCOURSE,6377.0,Yes,2.22,0.0,22.84
3111,2020-11-21,2020-11-27,R308,MT EDEN AVENUE-JEROME AVE,10630.0,Yes,2.22,0.0,22.84
3112,2020-11-21,2020-11-27,R309,176TH STREET-JEROME AVENUE,11071.0,Yes,2.22,0.0,22.84
3113,2020-11-21,2020-11-27,R310,111TH STREET-ROOSEVELT AVE,30431.0,Yes,2.22,0.0,22.84
3114,2020-11-21,2020-11-27,R311,BOWERY STREET-DELANCEY ST,3550.0,Yes,2.22,0.0,22.84
3115,2020-11-21,2020-11-27,R312,WEST 6TH STREET-SURF AVENUE,3776.0,Yes,2.22,0.0,22.84
3116,2020-11-21,2020-11-27,R313,BUSHWICK AVENUE-ABERDEEN ST,4385.0,Yes,2.22,0.0,22.84
3117,2020-11-21,2020-11-27,R314,103RD ST-CENTRAL PARK WEST,6692.0,Yes,2.22,0.0,22.84
